Is_top_5_League,Based_rich_nation,Is_top_ranked_nation,EU_National,Caps,Apps,Age,Reputation,Is_top_prev_club,Last_Transfer_Fee,Salary
0,1,0,0,23.0,368,27.0,6712.0,0,0,1819000.0
0,1,0,1,23.0,246,27.0,6198.0,0,0,1819000.0
0,1,2,0,0.0,118,26.0,6528.0,0,0,1819000.0
0,1,2,0,0.0,222,32.0,5850.0,0,0,1819000.0
0,1,0,0,18.0,99,21.0,6186.0,0,0,1819000.0
1,1,2,0,14.0,365,32.0,6215.0,0,0,1819000.0
1,1,2,0,4.0,472,37.0,5900.0,0,0,1819000.0
1,1,2,1,0.0,81,23.0,7348.0,0,0,1819000.0
1,1,2,1,4.0,180,29.0,5500.0,0,0,1819000.0
1,1,2,1,0.0,47,21.0,6026.0,0,0,1819000.0
1,1,2,0,0.0,203,25.0,6424.0,0,0,1819000.0
1,1,0,0,2.0,407,32.0,6699.0,0,0,1819000.0
0,1,2,0,0.0,12,20.0,5726.0,0,0,1819000.0
1,1,2,0,0.0,172,25.0,6971.0,0,0,1819000.0
1,1,0,1,12.0,245,26.0,6830.0,0,0,1819000.0
0,1,2,0,0.0,319,26.0,6677.0,0,0,1819000.0
1,1,2,0,1.0,531,34.0,6262.0,0,0,1819000.0
1,1,0,1,10.0,6,24.0,6955.0,0,0,1819000.0
1,1,2,0,0.0,334,27.0,6795.0,0,0,1819000.0
0,1,2,0,0.0,114,24.0,6867.0,0,0,1819000.0
1,1,0,0,6.0,391,30.0,6964.0,0,0,1819000.0
1,1,2,1,15.0,373,35.0,6162.0,0,0,1819000.0
1,1,2,0,0.0,306,29.0,6618.0,0,0,1819000.0
1,1,1,1,1.0,63,20.0,6657.0,0,0,1819000.0
1,1,1,1,2.0,80,21.0,6926.0,0,0,1819000.0
0,1,0,0,48.0,362,31.0,6074.0,0,0,1819000.0
1,1,1,1,0.0,206,30.0,6450.0,0,0,1819000.0
1,1,1,1,2.0,143,24.0,6369.0,0,0,1819000.0
0,1,2,0,0.0,420,31.0,6013.0,0,0,1819000.0
1,1,2,1,0.0,97,23.0,6800.0,1,0,1819000.0
0,1,1,0,18.0,274,29.0,6500.0,0,0,1819000.0
0,1,0,0,32.0,123,25.0,6181.0,0,0,1819000.0
0,1,2,1,0.0,178,24.0,6701.0,0,0,1819000.0
1,1,2,1,0.0,204,26.0,6428.0,0,0,1819000.0
0,1,2,0,0.0,163,24.0,6616.0,0,0,1819000.0
0,1,2,0,0.0,87,20.0,6609.0,0,0,1819000.0
0,1,2,0,0.0,106,24.0,6139.0,0,0,1819000.0
1,1,2,0,0.0,92,24.0,6309.0,0,0,1819000.0
1,1,2,0,0.0,246,27.0,6274.0,0,0,1819000.0
1,1,2,0,0.0,388,32.0,6440.0,1,0,1819000.0
1,1,2,0,0.0,35,20.0,6160.0,0,0,1819000.0
1,1,1,0,14.0,80,20.0,7528.0,0,0,1819000.0
0,1,2,0,0.0,412,32.0,6050.0,0,0,1819000.0
1,1,2,0,0.0,90,22.0,6914.0,0,0,1819000.0
1,1,2,0,0.0,57,19.0,6250.0,0,0,1819000.0
0,1,2,0,0.0,120,25.0,6516.0,0,0,1819000.0
0,0,2,0,0.0,373,31.0,6654.0,0,0,1819000.0
0,1,0,0,38.0,366,29.0,6837.0,0,0,1819000.0
1,1,2,0,0.0,245,28.0,6500.0,0,0,1819000.0
1,1,1,1,0.0,81,24.0,6874.0,0,0,1819000.0
0,1,0,0,2.0,230,27.0,6271.0,0,0,1819000.0
1,1,2,1,0.0,361,30.0,6472.0,0,0,1819000.0
0,1,2,0,0.0,211,29.0,6432.0,0,0,1819000.0
0,1,1,1,14.0,104,24.0,6496.0,0,0,1819000.0
1,1,2,1,23.0,255,26.0,6802.0,0,0,1819000.0
0,1,0,1,71.0,285,31.0,6250.0,0,0,1814000.0
1,1,2,0,0.0,151,23.0,7312.0,0,0,1812000.0
0,0,2,1,0.0,385,37.0,7276.0,0,0,1811000.0
0,0,1,1,1.0,315,28.0,6403.0,0,0,1811000.0
0,1,2,0,0.0,91,21.0,6494.0,0,0,1810000.0
0,1,2,1,4.0,215,28.0,7016.0,1,0,1799000.0
0,0,0,0,32.0,348,33.0,5902.0,0,0,1799000.0
0,1,2,1,0.0,295,34.0,5684.0,0,0,1798000.0
0,0,2,0,2.0,134,28.0,7112.0,0,0,1797000.0
0,0,2,0,36.0,381,31.0,7289.0,1,0,1796000.0
0,0,2,0,25.0,287,27.0,6616.0,1,0,1796000.0
0,0,2,0,33.0,457,35.0,6856.0,0,0,1796000.0
0,0,2,0,6.0,191,26.0,7667.0,0,0,1796000.0
1,1,2,0,3.0,122,24.0,7113.0,0,0,1796000.0
1,1,1,1,4.0,195,26.0,6209.0,0,0,1795000.0
1,1,1,1,0.0,303,29.0,6750.0,0,0,1795000.0
1,1,1,1,0.0,303,30.0,6787.0,0,0,1795000.0
1,1,2,1,5.0,185,26.0,6528.0,0,0,1795000.0
0,0,0,0,45.0,331,33.0,6352.0,0,0,1795000.0
0,0,0,1,7.0,272,27.0,6908.0,0,0,1795000.0
1,1,2,1,0.0,89,21.0,6432.0,0,0,1795000.0
1,1,0,1,0.0,262,27.0,6595.0,0,0,1795000.0
1,1,0,1,10.0,176,23.0,6012.0,0,0,1795000.0
1,1,1,1,0.0,86,21.0,6406.0,1,0,1795000.0
1,1,1,1,0.0,62,20.0,6203.0,0,0,1795000.0
1,1,0,0,16.0,126,26.0,6761.0,0,0,1795000.0
1,1,0,1,3.0,39,20.0,6639.0,0,0,1795000.0
1,1,1,1,8.0,346,30.0,6900.0,0,0,1795000.0
1,1,1,1,28.0,254,27.0,6580.0,0,0,1795000.0
0,1,0,1,6.0,296,30.0,6250.0,0,0,1795000.0
1,1,2,1,0.0,107,22.0,7345.0,0,0,1795000.0
1,1,1,1,39.0,335,30.0,6600.0,0,0,1795000.0
1,1,1,1,0.0,218,25.0,6637.0,0,0,1795000.0
0,0,2,0,22.0,486,34.0,6593.0,0,0,1795000.0
1,1,1,0,58.0,286,28.0,6544.0,0,0,1794000.0
1,1,2,1,0.0,108,25.0,6138.0,0,0,1794000.0
1,1,0,1,29.0,153,27.0,6554.0,0,0,1794000.0
1,1,2,1,0.0,86,24.0,6847.0,0,0,1793000.0
1,1,2,1,2.0,229,26.0,6415.0,0,0,1790000.0
1,1,2,1,0.0,183,23.0,6941.0,1,0,1790000.0
1,1,2,1,55.0,449,34.0,6338.0,0,0,1790000.0
1,1,1,0,13.0,241,28.0,5785.0,0,0,1790000.0
1,1,2,0,0.0,38,19.0,7175.0,0,0,1788000.0
0,0,2,1,0.0,391,36.0,6792.0,0,0,1769000.0
0,1,0,1,34.0,214,27.0,6238.0,0,0,1764000.0
1,1,0,1,0.0,55,21.0,6600.0,0,0,1756000.0
1,1,2,1,18.0,91,25.0,7232.0,1,0,1753000.0
1,1,2,1,1.0,284,29.0,7210.0,0,0,1753000.0
0,0,0,1,38.0,304,29.0,6253.0,0,0,1750000.0
0,0,0,1,38.0,311,29.0,6456.0,0,0,1747000.0
0,1,0,0,169.0,308,32.0,6000.0,0,0,1747000.0
0,1,0,0,108.0,248,33.0,6000.0,0,0,1747000.0
0,1,2,1,0.0,323,34.0,6150.0,0,0,1746000.0
1,1,2,1,0.0,140,26.0,6633.0,0,0,1745000.0
1,1,1,1,0.0,100,22.0,7099.0,0,0,1745000.0
1,1,0,1,0.0,52,23.0,6705.0,1,0,1745000.0
1,1,1,1,0.0,318,29.0,6703.0,0,0,1745000.0
1,1,1,1,0.0,248,28.0,6550.0,0,0,1745000.0
1,1,0,0,1.0,134,24.0,6681.0,0,0,1745000.0
1,1,1,1,45.0,301,30.0,6520.0,1,0,1745000.0
1,1,1,1,0.0,325,32.0,6571.0,0,0,1745000.0
0,0,1,0,11.0,136,25.0,6366.0,0,0,1745000.0
1,1,1,0,114.0,528,39.0,6487.0,0,0,1745000.0
1,1,1,1,0.0,200,25.0,6725.0,0,0,1744000.0
0,1,0,0,66.0,242,33.0,5511.0,0,0,1743000.0
0,0,1,1,44.0,285,30.0,6501.0,0,0,1743000.0
0,1,0,0,0.0,323,31.0,6500.0,0,0,1742000.0
0,0,2,1,0.0,81,21.0,7108.0,1,0,1742000.0
0,0,0,1,14.0,360,27.0,7344.0,0,0,1742000.0
0,0,2,1,7.0,170,23.0,7000.0,1,0,1739000.0
0,1,0,0,94.0,310,32.0,6500.0,0,0,1738000.0
0,1,0,0,13.0,112,26.0,5520.0,0,0,1738000.0
0,1,0,0,33.0,151,29.0,6271.0,0,0,1738000.0
0,1,0,0,15.0,103,28.0,5000.0,0,0,1738000.0
0,1,0,0,24.0,77,23.0,5089.0,0,0,1738000.0
0,0,1,0,23.0,171,22.0,6450.0,0,0,1729000.0
0,0,0,1,8.0,153,24.0,5980.0,1,0,1725000.0
0,1,0,1,118.0,239,32.0,6000.0,0,0,1720000.0
0,1,1,0,26.0,171,28.0,6347.0,0,0,1720000.0
0,1,0,0,4.0,235,28.0,6268.0,0,0,1716000.0
1,1,2,1,0.0,77,22.0,7421.0,1,0,1713000.0
1,1,1,0,18.0,163,26.0,7405.0,0,0,1713000.0
0,1,1,1,36.0,455,36.0,5210.0,0,0,1710000.0
0,1,0,1,0.0,151,25.0,6428.0,0,0,1708000.0
0,1,0,0,9.0,124,29.0,5750.0,0,0,1708000.0
0,1,2,1,1.0,276,31.0,5750.0,0,0,1708000.0
0,0,2,0,14.0,507,33.0,6841.0,0,0,1707000.0
1,1,2,1,2.0,80,20.0,6485.0,0,0,1707000.0
0,0,2,1,0.0,250,33.0,6722.0,0,0,1704000.0
0,1,2,0,8.0,276,31.0,6800.0,0,0,1700000.0
1,1,0,0,9.0,116,22.0,7217.0,0,0,1697000.0
1,1,2,1,0.0,252,29.0,7287.0,0,0,1697000.0
1,1,2,1,0.0,106,21.0,7339.0,0,0,1697000.0
0,0,2,0,0.0,172,26.0,7262.0,0,0,1695000.0
0,0,1,1,53.0,370,32.0,6050.0,0,0,1691000.0
0,0,2,0,0.0,172,25.0,6894.0,0,0,1690000.0
0,0,0,1,22.0,124,22.0,6966.0,0,0,1690000.0
1,1,2,0,1.0,86,22.0,6947.0,0,0,1687000.0
0,0,2,1,148.0,485,36.0,6234.0,1,0,1685000.0
0,0,2,0,56.0,372,35.0,6700.0,0,0,1684000.0
0,0,1,0,16.0,416,32.0,6514.0,0,0,1683000.0
0,0,0,0,60.0,396,32.0,6409.0,1,0,1680000.0
0,0,0,1,0.0,173,24.0,5588.0,0,0,1680000.0
1,1,2,0,0.0,189,27.0,7292.0,0,0,1678000.0
0,0,0,0,96.0,488,33.0,6285.0,0,0,1676000.0
1,1,2,1,0.0,193,26.0,6539.0,0,0,1675000.0
1,1,1,0,0.0,77,23.0,6491.0,0,0,1675000.0
0,0,2,1,25.0,315,30.0,7800.0,0,0,1671000.0
1,1,1,1,8.0,321,32.0,6778.0,1,0,1670000.0
1,1,2,1,1.0,334,30.0,6550.0,0,0,1670000.0
1,1,2,1,6.0,421,35.0,6393.0,0,0,1670000.0
1,1,0,0,32.0,165,26.0,6307.0,0,0,1670000.0
1,1,2,1,0.0,164,28.0,6150.0,0,0,1670000.0
1,1,2,1,13.0,298,31.0,6985.0,1,0,1670000.0
1,1,2,1,0.0,108,24.0,6908.0,0,0,1670000.0
0,1,0,1,1.0,138,25.0,6202.0,0,0,1670000.0
1,1,0,0,54.0,340,30.0,7100.0,0,0,1670000.0
0,1,1,0,45.0,139,25.0,6462.0,1,0,1668000.0
0,1,0,1,19.0,232,25.0,6448.0,0,0,1665000.0
0,1,2,1,0.0,357,32.0,5516.0,0,0,1665000.0
0,1,0,1,67.0,443,33.0,5800.0,0,0,1665000.0
0,1,2,1,0.0,323,31.0,5850.0,1,0,1665000.0
1,1,2,1,0.0,357,32.0,6953.0,0,0,1664000.0
0,0,2,0,0.0,157,26.0,7050.0,0,0,1664000.0
1,1,1,1,50.0,527,36.0,6684.0,0,0,1664000.0
0,0,2,1,0.0,295,28.0,6597.0,0,0,1664000.0
0,0,2,0,0.0,156,25.0,7080.0,1,0,1664000.0
0,0,2,0,1.0,355,33.0,6597.0,0,0,1664000.0
0,0,2,1,143.0,514,35.0,6632.0,1,0,1657000.0
0,1,2,1,0.0,238,30.0,6502.0,0,0,1653000.0
0,1,2,0,0.0,78,22.0,6225.0,0,0,1653000.0
0,0,2,0,3.0,261,30.0,6504.0,0,0,1651000.0
0,0,2,1,0.0,155,26.0,7515.0,0,0,1651000.0
0,0,2,0,0.0,88,23.0,7300.0,0,0,1651000.0
1,1,2,1,0.0,256,27.0,7223.0,0,0,1647000.0
1,1,1,1,47.0,382,29.0,6618.0,0,0,1645000.0
1,1,1,1,0.0,298,29.0,6350.0,0,0,1645000.0
1,1,1,1,22.0,363,31.0,6450.0,0,0,1645000.0
1,1,1,1,0.0,306,28.0,6729.0,0,0,1645000.0
1,1,1,1,0.0,72,23.0,6112.0,0,0,1645000.0
1,1,1,0,42.0,210,25.0,6913.0,0,0,1645000.0
1,1,1,1,0.0,275,29.0,6499.0,0,0,1645000.0
1,1,2,1,0.0,26,19.0,5796.0,0,0,1637000.0
1,1,1,0,14.0,386,28.0,6150.0,0,0,1637000.0
1,1,2,0,0.0,138,24.0,6693.0,0,0,1637000.0
1,1,2,0,0.0,152,23.0,6212.0,0,0,1637000.0
0,0,0,0,36.0,185,26.0,6477.0,0,0,1637000.0
0,0,2,0,2.0,441,35.0,6153.0,0,0,1632000.0
0,1,0,0,78.0,269,31.0,6066.0,0,0,1626000.0
0,0,2,1,0.0,280,27.0,6050.0,0,0,1625000.0
0,0,0,0,56.0,271,28.0,6300.0,0,0,1625000.0
0,0,1,1,10.0,231,24.0,7020.0,0,0,1625000.0
0,0,0,0,32.0,340,26.0,6632.0,0,0,1624000.0
0,1,1,1,0.0,179,26.0,6182.0,0,0,1621000.0
0,1,0,0,43.0,199,31.0,5750.0,0,0,1616000.0
0,0,1,0,50.0,248,28.0,6623.0,0,0,1614000.0
0,1,0,0,1.0,223,30.0,5500.0,0,0,1614000.0
1,1,2,1,0.0,38,19.0,6781.0,0,0,1611000.0
0,1,0,1,8.0,253,28.0,6116.0,0,0,1609000.0
1,1,2,1,0.0,253,27.0,6734.0,0,0,1603000.0
0,0,2,1,4.0,479,33.0,7382.0,0,0,1602000.0
1,1,1,1,11.0,221,25.0,7067.0,0,0,1600000.0
0,0,0,0,35.0,220,27.0,6860.0,0,0,1599000.0
1,1,0,0,7.0,100,22.0,7607.0,0,0,1598000.0
1,1,2,1,0.0,115,24.0,6518.0,0,0,1596000.0
1,1,2,0,1.0,9,20.0,6057.0,0,0,1596000.0
0,1,2,1,0.0,86,24.0,6218.0,0,0,1596000.0
0,1,2,1,19.0,344,30.0,6509.0,0,0,1594000.0
0,1,2,1,0.0,256,29.0,6750.0,0,0,1591000.0
0,1,2,1,0.0,240,31.0,6000.0,0,0,1590000.0
1,1,1,1,0.0,46,21.0,6934.0,0,0,1590000.0
0,0,2,0,0.0,84,25.0,6374.0,0,0,1589000.0
0,0,0,0,5.0,254,30.0,6284.0,0,0,1577000.0
0,1,1,0,23.0,150,23.0,6400.0,0,0,1577000.0
0,1,0,1,13.0,19,21.0,6546.0,0,0,1577000.0
1,1,2,1,0.0,302,30.0,7226.0,0,0,1574000.0
0,0,2,1,54.0,287,28.0,7096.0,0,0,1572000.0
0,1,2,1,0.0,163,28.0,5516.0,0,0,1572000.0
0,0,2,0,1.0,275,29.0,7259.0,0,0,1572000.0
0,0,0,0,106.0,427,33.0,6996.0,0,0,1572000.0
0,0,0,0,63.0,291,30.0,7185.0,0,0,1572000.0
0,0,2,0,2.0,421,33.0,6704.0,0,0,1572000.0
1,1,2,1,53.0,373,31.0,7219.0,0,0,1570000.0
1,1,2,1,0.0,349,32.0,6180.0,1,0,1570000.0
1,1,2,1,6.0,137,25.0,6817.0,0,0,1565000.0
0,0,0,1,57.0,315,30.0,6758.0,0,0,1562000.0
0,0,2,0,0.0,244,28.0,6856.0,0,0,1560000.0
0,0,2,1,4.0,294,31.0,6750.0,0,0,1560000.0
0,1,1,1,49.0,433,35.0,6501.0,0,0,1560000.0
0,0,0,0,19.0,331,37.0,5950.0,0,0,1560000.0
0,1,2,1,0.0,350,31.0,6500.0,0,0,1560000.0
1,1,1,1,7.0,87,23.0,6661.0,0,0,1560000.0
1,1,2,1,1.0,211,29.0,7172.0,0,0,1560000.0
0,0,1,0,36.0,183,25.0,6498.0,0,0,1560000.0
0,0,1,0,2.0,302,30.0,6516.0,0,0,1560000.0
0,0,2,1,8.0,106,23.0,7110.0,0,0,1560000.0
0,0,0,0,97.0,489,34.0,6913.0,0,0,1560000.0
0,0,0,0,111.0,548,37.0,6500.0,0,0,1560000.0
1,1,0,0,21.0,215,24.0,6816.0,0,0,1560000.0
1,1,2,1,0.0,305,31.0,6318.0,0,0,1555000.0
1,1,2,1,11.0,365,29.0,7718.0,0,0,1555000.0
0,1,2,1,1.0,178,25.0,6304.0,0,0,1552000.0
1,1,2,1,10.0,292,30.0,7049.0,0,0,1551000.0
0,0,1,1,0.0,264,29.0,6268.0,0,0,1546000.0
1,1,0,1,19.0,294,31.0,6250.0,0,0,1546000.0
1,1,2,1,0.0,131,24.0,6854.0,1,0,1546000.0
1,1,2,1,0.0,67,22.0,6434.0,0,0,1546000.0
1,1,1,1,0.0,278,28.0,6464.0,0,0,1546000.0
1,1,1,1,1.0,281,32.0,6300.0,0,0,1546000.0
0,0,1,0,7.0,72,22.0,7350.0,1,0,1544000.0
0,0,1,1,9.0,186,27.0,6462.0,0,0,1544000.0
1,1,2,1,0.0,106,22.0,7145.0,0,0,1541000.0
0,0,2,1,0.0,459,34.0,6156.0,0,0,1540000.0
1,1,0,1,10.0,44,21.0,6750.0,0,0,1540000.0
1,1,0,1,13.0,222,24.0,6553.0,0,0,1540000.0
1,1,0,0,9.0,127,22.0,7005.0,0,0,1540000.0
1,1,0,0,22.0,145,22.0,8143.0,0,0,1540000.0
1,1,0,1,13.0,143,23.0,6950.0,0,0,1540000.0
1,1,1,1,15.0,112,24.0,6809.0,0,0,1540000.0
1,1,1,1,30.0,110,25.0,6531.0,0,0,1540000.0
1,1,2,0,0.0,55,21.0,6344.0,0,0,1540000.0
0,0,0,0,22.0,186,27.0,6838.0,1,0,1537000.0
0,1,1,1,30.0,332,34.0,6218.0,0,0,1537000.0
0,1,0,0,7.0,85,26.0,4767.0,0,0,1536000.0
0,0,0,1,86.0,392,32.0,6898.0,0,0,1535000.0
0,1,0,0,21.0,75,26.0,6054.0,0,0,1532000.0
0,1,1,0,18.0,182,29.0,6030.0,0,0,1532000.0
0,0,0,1,44.0,387,32.0,6151.0,0,0,1531000.0
0,0,1,0,25.0,397,33.0,6152.0,0,0,1529000.0
0,0,1,1,9.0,439,32.0,6780.0,1,0,1524000.0
1,1,2,1,0.0,359,30.0,7206.0,0,0,1521000.0
0,0,0,0,9.0,328,32.0,6558.0,0,0,1520000.0
0,0,0,0,2.0,97,26.0,5800.0,1,0,1520000.0
0,0,0,0,16.0,59,24.0,6347.0,0,0,1518000.0
0,1,2,0,0.0,4,19.0,5653.0,0,0,1516000.0
1,1,2,0,0.0,219,25.0,6538.0,0,0,1516000.0
0,0,2,0,0.0,165,25.0,6739.0,0,0,1516000.0
1,1,0,0,12.0,95,22.0,6691.0,0,0,1516000.0
1,1,0,0,0.0,33,18.0,4737.0,0,0,1516000.0
0,1,2,0,0.0,267,28.0,6281.0,0,0,1516000.0
1,1,2,1,0.0,116,21.0,6995.0,0,0,1516000.0
0,1,1,0,32.0,99,30.0,5970.0,1,0,1516000.0
1,1,1,1,16.0,182,25.0,6766.0,0,0,1516000.0
1,1,2,0,0.0,28,19.0,6207.0,0,0,1516000.0
1,1,2,0,0.0,238,26.0,6376.0,0,0,1516000.0
0,0,1,0,11.0,86,22.0,6180.0,0,0,1516000.0
0,0,1,0,23.0,280,29.0,6100.0,0,0,1516000.0
1,1,0,1,9.0,373,30.0,6297.0,0,0,1516000.0
1,1,0,1,57.0,461,32.0,6197.0,0,0,1516000.0
0,1,2,0,1.0,217,28.0,5979.0,0,0,1516000.0
1,1,1,1,12.0,72,21.0,6254.0,0,0,1516000.0
0,1,1,0,56.0,315,31.0,5950.0,0,0,1516000.0
0,0,2,0,9.0,280,30.0,6747.0,0,0,1516000.0
0,1,2,1,0.0,191,33.0,5651.0,0,0,1516000.0
0,1,0,1,3.0,97,24.0,6292.0,0,0,1516000.0
1,1,2,0,0.0,229,27.0,5911.0,0,0,1516000.0
0,0,1,0,5.0,35,18.0,5543.0,0,0,1516000.0
0,1,2,0,0.0,24,21.0,5845.0,0,0,1516000.0
1,1,2,0,0.0,158,25.0,6334.0,0,0,1516000.0
0,0,2,1,0.0,48,23.0,6319.0,0,0,1516000.0
1,1,1,1,36.0,357,33.0,6300.0,0,0,1516000.0
1,1,1,1,34.0,276,29.0,6200.0,0,0,1516000.0
0,1,2,1,0.0,22,20.0,6193.0,0,0,1516000.0
1,1,2,0,0.0,18,18.0,7095.0,0,0,1516000.0
0,0,2,0,0.0,55,26.0,6150.0,0,0,1516000.0
1,1,2,0,0.0,30,20.0,5437.0,0,0,1516000.0
1,1,2,0,0.0,336,34.0,6200.0,0,0,1516000.0
1,1,0,1,22.0,128,24.0,6482.0,0,0,1516000.0
1,1,2,0,0.0,44,20.0,6265.0,0,0,1516000.0
1,1,2,1,1.0,147,31.0,6718.0,0,0,1516000.0
0,1,0,1,52.0,184,27.0,6118.0,0,0,1516000.0
1,1,2,0,0.0,343,29.0,6085.0,0,0,1516000.0
1,1,0,0,16.0,240,27.0,6253.0,0,0,1516000.0
0,1,0,1,8.0,78,23.0,6222.0,0,0,1516000.0
0,1,2,0,0.0,161,27.0,6318.0,1,0,1516000.0
0,1,0,0,6.0,391,29.0,5985.0,0,0,1516000.0
0,1,2,0,0.0,356,28.0,6308.0,0,0,1516000.0
1,1,0,1,4.0,54,21.0,6424.0,0,0,1516000.0
1,1,1,0,34.0,352,31.0,6227.0,0,0,1516000.0
1,1,1,1,8.0,65,19.0,6513.0,0,0,1516000.0
0,1,0,1,62.0,230,28.0,6236.0,0,0,1516000.0
1,1,0,0,15.0,340,29.0,6042.0,0,0,1516000.0
0,0,1,1,3.0,228,28.0,5950.0,0,0,1516000.0
1,1,0,0,29.0,207,26.0,6350.0,0,0,1516000.0
0,1,2,0,0.0,628,35.0,6150.0,0,0,1516000.0
1,1,0,1,6.0,26,18.0,6837.0,0,0,1516000.0
1,1,0,1,26.0,247,27.0,6520.0,0,0,1516000.0
1,1,0,0,12.0,130,23.0,6976.0,0,0,1513000.0
1,1,1,1,0.0,389,33.0,6949.0,0,0,1511000.0
0,0,0,1,0.0,270,29.0,6500.0,0,0,1509000.0
0,0,2,0,0.0,260,30.0,6695.0,0,0,1505000.0
0,1,2,1,1.0,352,32.0,6753.0,0,0,1505000.0
0,1,0,1,8.0,309,29.0,6072.0,0,0,1501000.0
1,1,1,1,15.0,183,26.0,6940.0,0,0,1501000.0
0,0,1,0,0.0,251,27.0,6759.0,0,0,1500000.0
0,0,0,1,18.0,177,24.0,6449.0,0,0,1500000.0
1,1,0,0,12.0,149,26.0,6800.0,0,0,1500000.0
0,0,0,0,23.0,128,29.0,5265.0,0,0,1500000.0
0,0,2,0,0.0,158,29.0,6450.0,0,0,1500000.0
1,1,2,1,0.0,433,35.0,5943.0,0,0,1500000.0
0,0,0,1,30.0,224,26.0,6312.0,0,0,1500000.0
0,0,0,0,30.0,193,25.0,6973.0,0,0,1500000.0
1,1,2,1,0.0,196,26.0,6962.0,0,0,1500000.0
0,1,2,1,0.0,58,22.0,6750.0,1,0,1498000.0
1,1,1,1,8.0,244,28.0,6575.0,0,0,1496000.0
0,1,0,0,13.0,345,34.0,6200.0,0,0,1496000.0
1,1,1,1,0.0,90,23.0,6500.0,0,0,1496000.0
1,1,0,1,0.0,154,26.0,6535.0,0,0,1496000.0
1,1,1,1,0.0,96,22.0,6676.0,0,0,1496000.0
0,0,1,0,8.0,166,25.0,6374.0,0,0,1496000.0
1,1,1,1,7.0,215,29.0,6609.0,0,0,1496000.0
1,1,1,1,0.0,96,22.0,5750.0,0,0,1496000.0
1,1,2,1,0.0,107,24.0,6391.0,0,0,1496000.0
1,1,2,1,0.0,70,23.0,6355.0,0,0,1496000.0
1,1,1,1,0.0,147,25.0,6734.0,0,0,1496000.0
1,1,2,0,0.0,167,26.0,6731.0,0,0,1496000.0
1,1,1,1,1.0,94,22.0,6600.0,0,0,1496000.0
1,1,1,0,6.0,79,20.0,6369.0,0,0,1496000.0
0,0,1,1,4.0,59,21.0,6895.0,0,0,1496000.0
1,1,1,1,0.0,169,26.0,6750.0,0,0,1496000.0
0,1,0,1,3.0,323,29.0,5614.0,0,0,1496000.0
0,1,1,1,0.0,237,28.0,6435.0,0,0,1496000.0
1,1,1,1,0.0,11,17.0,5916.0,0,0,1496000.0
0,1,1,0,16.0,258,29.0,5923.0,0,0,1496000.0
1,1,1,0,11.0,138,23.0,6477.0,0,0,1496000.0
1,1,1,1,0.0,200,28.0,6275.0,0,0,1496000.0
1,1,0,1,2.0,98,23.0,6438.0,0,0,1496000.0
1,1,1,1,5.0,151,25.0,6580.0,1,0,1496000.0
1,1,1,1,0.0,314,32.0,6400.0,0,0,1496000.0
1,1,2,1,0.0,311,30.0,6468.0,0,0,1496000.0
1,1,1,1,2.0,44,19.0,6458.0,0,0,1496000.0
1,1,1,1,0.0,192,26.0,6816.0,0,0,1496000.0
1,1,1,1,24.0,371,30.0,6676.0,0,0,1496000.0
1,1,2,1,0.0,20,23.0,6024.0,0,0,1496000.0
1,1,0,1,36.0,147,25.0,6677.0,0,0,1496000.0
0,0,0,0,14.0,110,23.0,6305.0,0,0,1496000.0
0,1,0,1,25.0,230,29.0,6262.0,0,0,1496000.0
1,1,1,1,6.0,102,24.0,6549.0,1,0,1496000.0
1,1,2,1,0.0,89,21.0,6493.0,0,0,1496000.0
1,1,2,1,0.0,345,28.0,7065.0,0,0,1496000.0
1,1,2,0,0.0,19,19.0,7000.0,1,0,1496000.0
1,1,0,0,3.0,68,21.0,6762.0,0,0,1496000.0
0,0,2,1,1.0,214,29.0,6000.0,0,0,1495000.0
1,1,2,1,2.0,103,24.0,6834.0,1,0,1495000.0
0,0,2,1,0.0,34,18.0,6425.0,0,0,1492000.0
0,0,0,0,1.0,138,29.0,6074.0,0,0,1490000.0
0,1,0,0,42.0,156,33.0,6262.0,0,0,1490000.0
0,1,0,0,6.0,97,26.0,5257.0,0,0,1490000.0
0,1,0,0,6.0,184,29.0,5480.0,0,0,1490000.0
0,0,0,0,20.0,221,27.0,6396.0,0,0,1488000.0
0,0,2,1,0.0,304,29.0,6499.0,0,0,1485000.0
0,0,0,0,56.0,311,30.0,6162.0,0,0,1482000.0
0,1,1,1,2.0,210,26.0,6014.0,0,0,1480000.0
1,1,1,1,0.0,224,27.0,6200.0,0,0,1480000.0
1,1,2,1,13.0,253,29.0,6700.0,0,0,1480000.0
1,1,2,1,0.0,214,33.0,6916.0,0,0,1480000.0
1,1,0,0,31.0,166,24.0,7016.0,0,0,1480000.0
1,1,2,1,0.0,199,26.0,6400.0,1,0,1480000.0
1,1,1,1,144.0,618,38.0,6588.0,0,0,1480000.0
1,1,2,1,0.0,66,23.0,6651.0,0,0,1480000.0
1,1,2,1,16.0,238,26.0,6886.0,0,0,1480000.0
1,1,2,1,0.0,313,33.0,6650.0,0,0,1480000.0
1,1,2,1,1.0,145,28.0,6650.0,0,0,1480000.0
0,1,0,0,0.0,234,27.0,6150.0,0,0,1480000.0
1,1,2,1,2.0,563,36.0,6292.0,0,0,1480000.0
1,1,0,1,50.0,356,30.0,7000.0,0,0,1480000.0
